,Question,Answer,Buffett_statement
37,Wow.,"OK? So, you know, in that kind of market, that’s kind of frothy at that end where people are going to say, hey, this company is going to be the next Google, Microsoft or Amazon. I don’t think the froth is in the Google, Amazon and &#8212; Amazon. Those are some of the best businesses we’ve ever seen in our lifetime.
To a large extent, they &#8212; they &#8212; I don’t quibble with their valuations. I actually &#8212; we own a big chunk of those companies. We &#8212; we think they’re great businesses. But there are hundreds of companies with &#8212; that rhyme with them. So it’s really not looking at indexes or how do we classify value and growth, it’s really looking stock by stock, valuing them try to buy at a discount. And that’s causation.
And so that causation might not be popular in the next year or two, but I’m not going to stop doing that. That’s what stocks are (inaudible) shares the businesses. So that’s the best way I can answer your question.
We’re looking for causation not correlation. We’re not looking for that low price book, low price sales momentum of correlated. No private equity firm buys it.
If I came to you and said, hey, listen, I have this real estate strategy, I’m just going to buy all the houses that were up the most in the last three months.
(LAUGHTER)
You kind of look at me like I was nuts. And so although it’s correlated with good returns in the past, that’s not what I would continue doing even though it’s correlated. I’m looking for causation. That’s where I can put it.",0
38,"So let me throw a correlation/causation curve ball at you. I have seen a number of studies over the years that point out that relative to their peers that don’t do big stock buybacks, the company is doing share buybacks tend to outperform. Is that a correlation issue? Hey, they have all the extra cash and, therefore, they’re good companies to begin with so they could do buy backs or there is some causal relationship between reducing the outstanding share account and that makes your earnings appear better. What is the advantage or not of borrowing cheap money to buy shares back?","Right. Well, what you’re saying is true, and I &#8212; I haven’t looked at the studies. But if what you’re saying is true that buyback stock has correlated with good returns in the past, I would call that a correlation. Causation has to do with smart managements who only buy back stock when it’s selling at a discount to what they think it’s worth and they’re right. So in other words, there’s nothing …",0
39,Right.,"… inherently good or bad with buybacks. Some are smart when you’re buying it below what the business is worth, and some are not so smart when you’re &#8212; let’s say borrowing money to overpay for your own stock. And so both of those things are true, and I wouldn’t want to look at anything that’s happened in the past and say, oh, it’s correlated with this or that. I would look at stock by stock and see if their buybacks were made good prices relative to my assessment of value or whether we made it too high prices with borrowed money. And so they’re totally different things, so I &#8212; I wouldn’t put any weight into any study that they just looked at generically companies that buy stocks back. There’s nothing inherently good or bad about it. It depends what price they pay.",0
40,"Quite interesting. We’ve noticed a tendency among some of the companies you’ve referenced like Google or Microsoft or Amazon or what have you that it’s become less of a competitive group of firms fighting it out for clients or customer and more of the winner-take-all situation. What are your thoughts on those sort of winners and losers, what Buffett describes as companies with impenetrable moats?","Yeah. I mean, we own a lot of those businesses. You know, we have a fund that looks &#8212; you know, buys the S&amp;P 500, all 500 stocks of the S&amp;P 500, but overweights companies that we think are cheap and underweights those so with those all 500, but starts with the S&amp;P index, which is market cap-weighted and then overweights companies that we think are cheap and underweights those that we think are expensive by a little bit so it doesn’t have too much tracking error. It’s, you know, sort of an index tilt.
And we have overweighted almost all those companies that you’re describing. They are some of the best businesses in the history that we’ve ever seen. We haven’t seen anything like this before &#8212; the power &#8212; and I think the Internet brings this power to these businesses. And these are moats that are very tough to beat. And so what you’re suggesting is true is true.
These are great businesses. They are dominating. It’s very hard to break into them. And so I don’t actually have a solution for shall we break them up, shall we not break them up. As an investor, I’m investing in them.",0
41,Right. You want to be on the other side of the moat in other words?,"Right. If you really look at the cash flows that &#8212; and &#8212; and the stability of the cash flows, the growth prospects for the cash flows, these businesses are priced reasonably or cheaply depending on which one. So that’s not where the froth of the market is. The froth in the market is in the hundreds of companies that I was talking about before, that people will think will rhyme with the next Amazon, Google and Microsoft. And there just can’t be hundreds of companies that do that. So I think that’s where the comeuppance will be.
And so when you talked about the difficulty of value investing, that fund just overweights what we think is cheap, according to our definition of value, and underweights has beaten the market. So even in a very tough period for value, it’s not like the principals don’t work, they do work. But when you go long/short and short some of these names that are losing money are trading at hundreds of times that people think will be the next Amazon and Google, those, I think, are writing at very high prices and will have their comeuppance and so at least I hope so. And that’s &#8212; that’s where I think the problem.",0
42,"So you deal with &#8212; you manage money professionally, you deal with allocators and others. You’re defining value in a way that’s somewhat different than the way many value investors &#8212; many less successful value investors have done so. What do you say to those people who are ready to throw in the towel on value and think now is the time to jump into growth?","Well, look, I don’t buy if I said the traditional definitions of value and growth. The reason that we overlap with value some of the times it’s because we’re certainly not growth at any price, you know, throw away the &#8212; the rule book and just buy growth at any price. So sometimes we correlate closely with company &#8212; other companies that are out of favor. And &#8212; and so those even Russell and Morningstar will put us in the &#8212; the &#8212; either the &#8212; the blend category or the value category. That’s usually where we are. We’re certainly not growth at any price.
But I do think if you’re asking me whether I think the traditional definition of value will come back at some point, yes, I do. I think it’s gone to an extreme at this point. I think it’ll come back. I don’t really care if it does or not because it’s not our definition, but I do think it’ll come back.
I think the &#8212; you should &#8212; you &#8212; a lot of managers or allocators view traditional value as an asset class, meaning, hey, I should have some exposure here. It zigs and zags differently than the market, the returns. And at some point, they’ll have their day in the sun. And so I think people will continue to allocate there, but in a limited &#8212; a more limited way because people change what works, and it’s clearly not been working traditional value.",0
43,"So imagine us five or 10 years off in the future if I were to ask you, hey, what was the one indicator, what was the one data point that was a signifier that value had come back, what particular data point or variable might that be?","That’s a great question that I don’t have a great answer for, mostly because what I said about the definition of value. So I guess what I would be looking for is companies that borrow a lot of money and lose money, don’t have and &#8212; and aren’t the next Google and Amazon. There’ll be some winners in that group, but most of them will have their comeuppance where eventually you have to earn money. That’s where I think of some of those companies have their comeuppance where, as I said, the money losers were 65 percent so far this year.
If those companies saw &#8212; a bunch of those companies have their comeuppance, I would say that, you know, there’s a chance for relative performance on &#8212; on companies that aren’t like those, but otherwise …",0
44,So &#8212; so leverage …,… can’t answer it soon.,0
45,"Right. So leverage low&#8211; low profitable companies, some people would call that low-quality versus high-quality. Is that a ratio worth &#8212; worth considering?","You know, I &#8212; I &#8212; I hate making generalizations, so I’m not trying to avoid your questions, but we really look at the market …",0
46,I know and I’m …,… stop by …,0
47,… I’m trying to pin you down with a really general backwards-looking future forecast.,"Yeah. No, we look at it (inaudible) &#8212; no, a lot of people asked that question. It’s a reasonable question, I just don’t have a great answer because we’re looking at things stock by stock and very hard to make generalizations about that, especially if &#8212; as I keep saying, we have different definitions.",0
48,"So for the record, let’s get your best definition of the sort of value companies that you think have the best risk-adjusted growth potential. What are the data points that you’re looking at today not for a specific name but, you know, I’m giving you an opportunity to restate the magic formula.","Right. So what I would say is right now the pre-tax cash flow yields of the S&amp;P 500 is about four percent, a little under four percent. So there are companies that have less than a four percent yield, but much higher growth rate than the S&amp;P in general. And there are companies that have a much higher yield, you know, five or six or seven percent that have at least as good, if not better, fundamentals and growth rate than the S&amp;P 500. So both of those are relative values.
There aren’t a lot of companies out there that are super cheap right now. If you look historically, things are expensive. Obviously, that has something to do with interest rates being lower than normal. It has something to do with the alternatives not being there for diversification. And so stocks being one of the only games in town, so it certainly has something to do with that.
And if you told me that rates would stay permanently low, which I just don’t know, then on an absolute basis we could make some nice money from here. Otherwise, I’m in a lucky position of people give me money and say I want to put it in the stock market. What’s the smartest way to do that? And so what we’re sticking to our companies that maybe yield a little less than the S&amp;P, but have much better growth prospects, much more secure earnings, stream great franchises, so we’re willing to buy those. We’re also going to buy companies that we can get it much higher free cash flow yields than the market that have at least as good growth, if not better and better operating fundamentals. So both of those are areas that we look at and that’s how we would define at least a relative value right now, and I think they could provide good value if rates stayed as low.",0
49,"Sounds good to me. I know we only have you for a few more minutes, so let me jump to my favorite questions we ask all of our guest in our speed round. And let’s start with what are you streaming these days. Give us your favorite Netflix, Amazon Prime or &#8212; or whatever podcast you might be listening to.","Well, the two I’ve been watching lately, one is The Mindy Project because it’s funny, and we can all use that now. And the other is The Americans because it’s just great drama. So I guess a lot of people are streaming during COVID and, you know, it’s been a horrible thing for so many people. But those are my two suggestions there.",0
50,"I’m going to put those both on my list. Tell us about your early mentors, who &#8212; who guided your career, who affected the direction you move professionally.","Well, you know, I have to start with my dad. He was a businessman. He was a shoe manufacturer and I learned ethics and actually how business works on a day-to-day basis at the dinner table. He always shares with us. I got to work with him first couple of summers. And, you know, I &#8212; someone I truly admire. He’s still with us and, you know, I &#8212; I &#8212; I love him a lot, a great mentor.
And then there’s, of course, Graham and Buffett. You know, I went to Wharton. I was learning about efficient markets. It didn’t make much sense to me. I read an article about Ben Graham then started reading everything that he wrote and everything about him. And then, of course, he mentored Warren Buffett who made that little twist buying a good business cheap that made him one of the richest people in the world.,
And both of those people shared what they learned with others, and &#8212; and that’s one of the reasons I write, one of the reasons I teach is because of their example. And so they have been great early mentors for me.",0
51,Let’s talk about books. Tell us some of your favorite books and &#8212; and what are you reading currently.,"Well, two most recent books I read, one was called &#8220;The Splendid and the Vile,&#8221; by Erik Larsen. It’s about Churchill’s first year in the office which, of course, when things &#8212; everything was going wrong, they put up an office days before it looked like England was going to fall. So how he handled that was really amazing to read and great, great, great book.
I love anything about Benjamin Franklin, so I &#8212; I just read a latest thing from Gordon Wood, &#8220;The Americanization of Ben Franklin,&#8221; so I enjoyed that very much. And if you haven’t read much about Ben Franklin, that’s what I would suggest.
And then I read a book called &#8220;Chasing My Cure,&#8221; by Dr. David Fajgenbaum who actually cured himself of a orphan disease that no one had lived from before. And he was in medical school when he was diagnosed with this disease. They didn’t know what was wrong with him, and it was going to be fatal in a few years. And the book is called &#8220;Chasing My Cure,&#8221; and it shows how he actually cured himself and lots of other people that have this disease. And it was fascinating and now he’s attacking COVID in the same way. He’s looking for existing drugs that may act well on something that doesn’t have a drug of its own. And so he’s been working on that. And it was a very inspiring book, so that’s called &#8220;Chasing My Cure.&#8221; And &#8212; and believe it or not, it’s a page turner.",0
52,Sounds fascinating. What sort of advice would you give to a recent college graduate who was considering a career in asset management?,"Well, I don’t want to be cliché, but if you’re lucky enough to find something that you’re passionate about, that you can do for a living, that’s a gift. Buffett calls it &#8220;dancing to work every day.&#8221;
And the only people I would suggest that go into it are people who feel that way, to go into this business just for the money, you know, and &#8212; and many aspects of it pay &#8212; pay well. I don’t think it’s a great choice, but if you really love it, you can help a lot of people, which they’re investing and you can do good things with the money that you do earn if you’re successful at it. So I highly recommend it, but really only if you’re passionate, you love the work. So that would be my best advice.
Pick something else. There’s a lot of ways you can contribute to society that don’t involve asset management. So if you love it, I’m all for it. If you’re doing it for the money, pick something else.",0
53,"Our final question, what do you know about the world of investing today that you wish you knew when you started out 30 or so years ago?","Sure. Well, I got into investing, reading Ben Graham. And &#8212; and one of the first articles I read were what Warren Buffett would call &#8220;cigar butt investing,&#8221; you know, buying net-net stocks. And I actually wrote an article with some of my classmates &#8212; my master’s thesis that was published in the Journal of Portfolio Management on net-nets. And they worked pretty well.
And, you know, as I said, Buffett made that little twist that made him one of the richest people in the world even though he’s a student of Graham. He said, &#8220;If I can buy good business cheap even better, quality matters a lot even more now than it did 30 years ago.&#8221;
You need to invest in a good business. If you think about investing as not trading, but buying companies you’re going to hold for a long time, of course, you want to be in a good business that has a good franchise and grow for a long period of time. Of course, it’s an art to figuring that out. But to the extent that you can concentrate on those areas and also look for bargains, you know, combination of things, you don’t want to overpay for those things. But if you can pay a reasonable or a cheap price for those things, concentrating on quality is a key that I &#8212; I learned probably, I started about 37 or eight years ago. I probably learned it about 30 years ago, and I &#8212; and that’s the most important lesson I’ve learned in that period of time.",0
