,Question,Answer,Buffett_statement
429, Berkshire's board and corporate governance?,"We’re out of step. We don’t feel the need to have directors from every diversity category and pay everyone $100,000-$200,000 per year.Our directors are all rich, own Berkshire stock, and don’t have any company-provided Directors and Officers insurance coverage.We’ve been waiting for our system to spread and we’ve been losing. (Laughter)  We’re out of step. We don’t feel the need to have directors from every diversity category and pay everyone $100,000-$200,000 per year.Our directors are all rich, own Berkshire stock, and don’t have any company-provided Directors and Officers insurance coverage.We’ve been waiting for our system to spread and we’ve been losing. (Laughter). A director who gets $150,000 per year from a company and needs the money is not independent. The new law requiring a majority of independent directors is typical government intervention.  A director who gets $150,000 per year from a company and needs the money is not independent. The new law requiring a majority of independent directors is typical government intervention.. Someone once said that no man who needs the salary that a politician receives should be allowed to hold office.  Someone once said that no man who needs the salary that a politician receives should be allowed to hold office.. We’re out of step. We don’t feel the need to have directors from every diversity category and pay everyone $100,000-$200,000 per year.Our directors are all rich, own Berkshire stock, and don’t have any company-provided Directors and Officers insurance coverage.We’ve been waiting for our system to spread and we’ve been losing. (Laughter)  We’re out of step. We don’t feel the need to have directors from every diversity category and pay everyone $100,000-$200,000 per year.Our directors are all rich, own Berkshire stock, and don’t have any company-provided Directors and Officers insurance coverage.We’ve been waiting for our system to spread and we’ve been losing. (Laughter). A director who gets $150,000 per year from a company and needs the money is not independent. The new law requiring a majority of independent directors is typical government intervention.  A director who gets $150,000 per year from a company and needs the money is not independent. The new law requiring a majority of independent directors is typical government intervention.. Someone once said that no man who needs the salary that a politician receives should be allowed to hold office.  Someone once said that no man who needs the salary that a politician receives should be allowed to hold office.. We’re out of step. We don’t feel the need to have directors from every diversity category and pay everyone $100,000-$200,000 per year.Our directors are all rich, own Berkshire stock, and don’t have any company-provided Directors and Officers insurance coverage.We’ve been waiting for our system to spread and we’ve been losing. (Laughter)  We’re out of step. We don’t feel the need to have directors from every diversity category and pay everyone $100,000-$200,000 per year.Our directors are all rich, own Berkshire stock, and don’t have any company-provided Directors and Officers insurance coverage.We’ve been waiting for our system to spread and we’ve been losing. (Laughter). A director who gets $150,000 per year from a company and needs the money is not independent. The new law requiring a majority of independent directors is typical government intervention.  A director who gets $150,000 per year from a company and needs the money is not independent. The new law requiring a majority of independent directors is typical government intervention.. Someone once said that no man who needs the salary that a politician receives should be allowed to hold office.  Someone once said that no man who needs the salary that a politician receives should be allowed to hold office.. You’re insulting the dogs. The biggest laugh of the day.--------------------------------------------------RE: Majority Voting and Corporate Governance. I don’t think it’ll have any effect at all on the ethics in corporate boardrooms. There are fads and fashions. I don’t think the troubles will be fixed by something like that.  You’re insulting the dogs. The biggest laugh of the day.--------------------------------------------------RE: Majority Voting and Corporate Governance. I don’t think it’ll have any effect at all on the ethics in corporate boardrooms. There are fads and fashions. I don’t think the troubles will be fixed by something like that.",0
430, Berkshire's board and corporate governance?,"The real issue is mediocrity – there are too many.240 hitters on boards. Businesses often settle for a notch or two above mediocrity – there are strong human instincts at work.For many directors, the director’s fees are an important part of their total annual compensation, and they want to be recommended for other boards, so this makes it difficult to arrange a rump meeting to say, “The guy at the end of the table the CEO is no good.” This is mediocrity that is tough to combat.We’ve been on boards and they can only tolerate a certain amount of obnoxiousness, so we have to ration it out. (Laughter) It’s hard to overrule someone the CEO and we’re likely to lose anyway. Occasionally we fire a bullet, but it often does no good.We have real owners on our board – they bought it just like you. In contrast, the boards I’ve been on just hand me stock and stock options.Independence is a state of mind. We think we have the best board in the country, but people who evaluate boards by a checklist disagree.I’ve been on 19 boards and I’ve never seen a director who needs the money oppose an acquisition or executive compensation. They just don’t behave as if they own it.One of our directors was asked to leave two compensation committees for having the temerity to question pay packages. They’re looking for Chihuahuas not Great Danes or Dobermans. (Laughter) I hope I’m not insulting any of my friends on compensation committees. (Laughter). In the boardroom, it’s partly a business situation and partly a social situation. The key is: Do they think like owners and, even if they do, do they understand enough about business that their decisions are any good? We’ve been on many boards and I’ve never seen any difference in behavior based on the nature of the votes that got them there. But I think you’d be blown away by the difference in savviness and whether people think like owners.There are all these fashions on corporate governance, but the key job of the board is to hire the right CEO, keep him from overreaching, and exercise independent judgment on important acquisitions. Even smart CEOs are motivated by other than rational reasons when it comes to acquisitions. Directors have not done well in these three areas over time.The only cure to better corporate governance is if very large shareholders zero in on these things. If they focus on other issues, they’ll have fun and get in the papers, but won’t make a difference. But if the largest shareholders say, “This compensation plan doesn’t make any sense” and withhold their votes for directors, that will make a difference.I just found out that some big institutions are even farming out their voting to someone else. I was amazed. They don’t want to think like owners and we all pay the penalty for that.To effect change, large shareholders – not a coalition of small ones – need to act.",1
431," Given you \[Buffett and Munger\] are Berkshire’s sustainable competitive advantage, would you invest in Berkshire now?","Our sustainable advantage is our deeply embedded culture, which would be hard to copy, and a different shareholder base—20% turnover versus 100% turnover in the S&P 500—and a unique offer to managers. I don’t see any other company in the U.S. that can adopt our model in any way. It’s a very, very long-lasting advantage. It’s not just us anymore. I don’t know how I’d copy it if I were elsewhere. People who want to join us won’t have another choice. Stated differently, a lot of corporations are run stupidly from headquarters, driving divisions to increase earnings every quarter. We don’t do that. The stupidity of management practices in the rest of the corporate world will last long enough to give us an advantage well into the future.",1
432, What is the impact of Berkshire losing its AAA rating? What will it take to restore it?,"At least they showed a considerable independence. laughter Moody’s next change will be in the opposite direction, because we deserve it, and they’re smart.  At least they showed a considerable independence. laughter Moody’s next change will be in the opposite direction, because we deserve it, and they’re smart.",0
433, What is the impact of Berkshire losing its AAA rating? What will it take to restore it?,"We won’t regain it soon, because ratings agencies won’t turn around that fast, even if warranted. It has very little material effect on our borrowing cost. I very much like having a AAA rating. We didn’t think we would be downgraded. We lose some bragging rights in terms of our insurance business, but nobody in insurance ranks ahead of us. We’re still an AAA in my mind. Committees don’t change their minds quickly. We regard meeting our obligations as sacred. It’s difficult for ratings agencies to quantify commitment of management. It the downgrade irritates me. When Charlie and I disagree, Charlie says, “In the end you’ll see it my way, because you’re smart and I’m right!” laughterBuffett continued with a discussion of how credit default swap (CDS) prices can be affected by factors other than perceived credit quality, but we don’t feel confident enough of his exact wording to quote or paraphrase him - our notes: Buffett noted that the ratings agencies often cite CDS prices to support their actions, but CDS prices can be affected by non-credit factors. For example, suppose that Berkshire writes an equity put option. Berkshire collects the premium and establishes a liability on its balance sheet. The other side of the transaction (the put buyer) creates an asset. Then, both sides mark the option to market. If things move in the buyer’s favor, they show a gain. However, the buyer’s auditors urge them to buy protection for their gain by purchasing a Berkshire CDS, since the buyer’s gain represents a potential receivable from Berkshire. If Berkshire writes a relatively large dollar amount of equity put contracts, the buying of Berkshire CDSs significantly increases—and this demand pushes Berkshire CDS prices higher, which to the casual observer would suggest that there’s increased risk in Berkshire. Got that? The bottom line is that the price of Berkshire CDS contracts can go higher without any increased risk associated with the company.",1
434," Do you have a target rate of growth for Berkshire, given its size? Greater than 20% seems unlikely.","It will be absolutely impossible to come anywhere near 20%. We hope to be a few percentage points better than the S&P 500. I used to say 10% better in the 1960s. We’ll use book value as a proxy for intrinsic value, as we’ve measured that way for 40 years and will continue to measure that way. If we don’t beat it at all, I’ll feel like I haven’t added anything. In terms of the broader contribution to civilization, the best days of Berkshire are ahead. The future will be way better than the past.",1
435, Could you comment on union and other contracts at Berkshire subsidiaries?,"We don’t have any. We’re not big believers in contracts when we buy businesses. We don’t want relationships that are based on contracts. We buy businesses based on retaining the former owners’ passion for the business. The compensation of the top person at each company Berkshire subsidiary is my responsibility. We have contracts on bonuses. Some businesses are profitable, some not. We have different arrangements for different businesses. We don’t try to hold people by contracts. Contracts wouldn’t work. Our model is a seamless web of trust, earned by both sides. The Hollywood model is contracts, but no trust.",1
436, What is the worst-case scenario for Berkshire's insurance business?,"Even a catastrophe with a $2 – 3 billion loss would not be a disaster to Berkshire. It’s a marvelous business. In a mega-catastrophe, at worst we’d pay 4 – 5% of the total insurance industry loss. We may be lower than that now, 3 – 4%. Katrina was close. There were total losses of $60 billion for Katrina. In a $100 billion catastrophe, we’d pay 3 – 4% of that. The worst situation would be if we ran into so much inflation that people expressed such outrage that we start nationalizing the insurance business. That would be a huge loss of an asset. It’s not probable. If there’s public outrage, politicians will do something when costs go way up on essential services.back to the questions.(https://buffettfaq.com/#questions)  Even a catastrophe with a $2 – 3 billion loss would not be a disaster to Berkshire. It’s a marvelous business. In a mega-catastrophe, at worst we’d pay 4 – 5% of the total insurance industry loss. We may be lower than that now, 3 – 4%. Katrina was close. There were total losses of $60 billion for Katrina. In a $100 billion catastrophe, we’d pay 3 – 4% of that. The worst situation would be if we ran into so much inflation that people expressed such outrage that we start nationalizing the insurance business. That would be a huge loss of an asset. It’s not probable. If there’s public outrage, politicians will do something when costs go way up on essential services.back to the questions.(https://buffettfaq.com/#questions)",0
437, What is the worst-case scenario for Berkshire's insurance business?,"Business conditions can change dramatically. If businesses permanently contract, it leads to permanent layoffs. Sometimes it’s temporary. GEICO will hire around 1,000. Some people resist layoffs, but if the business changes in a material way, you’d better change your business model or someone else will cause you to. You tend to do it a little late even. On balance, we hope to avoid businesses that have those problems, but sometimes there are no alternatives. In the textile business, we ultimately laid off everyone. Sometimes you’re on the short end of creative destruction. Some of our businesses have a shared-hardship model, but it’s not always easy to do. Ben Franklin said, “It’s hard for an empty sack to stand upright.” Sometimes you have to amputate a limb to save a life.",1
438, What's the interview process for Berkshire managers?,We’ve been very slow every time on these.  We’ve been very slow every time on these.,0
439, What's the interview process for Berkshire managers?,"We hire people who typically have proved themselves already. We find people who love their business. We ask ourselves, will they feel the same the day after the deal? We have no retirement age. The toughest problem is when managers lose their abilities. That’s the only part of my job I don’t like. I love Berkshire. I go to work every day and am excited about it.",1
440, You are giving a lot of BRK stock to the Gates Foundation each year and they are selling. Won’t the foundation selling create downward pressure on the stock?,"There are 5 foundations that get money each year. I give 1.5% of outstanding shares annually. If they sell 1.5% annually, you have 1.5% of shares being sold annually. That’s not a lot when you compare that to the daily sales on the NYSE. I never sell shares and will never sell one in my life. But only 1.5% should not move the price down in a year. By selling down my shares it has actually led to BRK having a better chance of being in the S&P 500 (as a result of the diminution of his concentrated holdings). If none of the stock had been given away there is no way to know where the stock would be--up or down--but the giveaways should not influence the stock price. A stock distribution to aid charity is a non-event.",1
441, Managers are allowed to operate without interference with Omaha. What would happen if BRK found illegal activity? Would you intervene?,"Absolutely, we have to jump in. We have a hotline. Sometimes we get direct letters. I want to hear about problems. Important transgressions have come to our attention – we encourage that. I skip over the bad breath complaints. Alleged bad behavior will get investigated. I believes we have an internal audit function that works for BRK. Every now and then some transgressions get reported and come right to me.I send a letter every 2 years and asks each manager. A letter goes out every two years, it is 1.5 pages. It asks each managers who they would select to replace them if they died that night and the reasons why I should choose this person. I also remind them that we have all the money we need. We don’t have a shred more of reputation than we need. It doesn’t hurt to repeat Solomon story. If the only reason you are doing something is the other guy is doing it, then don’t. I say to call me. Most realize that if they are thinking about calling me, it’s too close a call and should be avoided. We can cure any problem if we hear about it soon enough, but if allowed to fester it worsens. With 260k people I hope we hear about them fast. We care very much to protect reputation of Berkshire. We have all the money in the world, but we don’t have enough reputation. Averaged out our reputation is good, and that is precious to us. We care more about reputation than business mistakes for sure. Protecting BRK’s reputation is essential. In a sense, you people are part of culture. The ideal is not to make as much money as possible within legal limits. We celebrate wealth only when it is fairly won and wisely used. That culture pervades the place, and we think is very helpful to us.",1
442, How is BRK ok with models used by its insurance companies after the widespread failure of models during the financial crisis? Are they different and/or safer than the ones that failed Wall Street?,"Our difference is that we deliberately seek out big losses occasionally. Everyone else avoids that. That is competitive advantage, a capacity to endure fluctuating annual results.  Our difference is that we deliberately seek out big losses occasionally. Everyone else avoids that. That is competitive advantage, a capacity to endure fluctuating annual results. Our difference is that we deliberately seek out big losses occasionally. Everyone else avoids that. That is competitive advantage, a capacity to endure fluctuating annual results.W  Our difference is that we deliberately seek out big losses occasionally. Everyone else avoids that. That is competitive advantage, a capacity to endure fluctuating annual results.W",0
443, How is BRK ok with models used by its insurance companies after the widespread failure of models during the financial crisis? Are they different and/or safer than the ones that failed Wall Street?,"We run significant risks from earthquakes. Not sure how much in Q1 from Chile. We have 20% of SwissRe. Our peak risks are earthquakes and hurricanes, 2 biggest in frequency and severity. Risk is probably down from a few years ago. Not down because of diminished appetite, but because rates weren’t attractive. If rates attractive, we would take on group of risks if something close to worst case was $5bil. We paid out $3bil in Katrina, over $2bil on 9/11. But none of this makes us uncomfortable. People know what we do, they just don’t want to do it. I think it comes close to permanent advantage. I felt no different losing $3b in Katrina. That is our game. Our edge gets wider every year. In insurance we are in business of taking other guys’ desire to smooth earnings and in exchange take the lumps. WB is in a different position. Other CEOs can’t look at mirror at end of year and say shareholders still love me. Amundsen, a famous businessman in Omaha – he wanted to own 100% of everything, so he could look in the mirror while shaving and say, “all my shareholders love me.”",1
444," Please discuss some of the synergies among BRK companies and whether or not you encourage companies to do business with one another. e.g. At my local Dairy Queen, they don’ t accept Amex, and they still sell Pepsi.","You the questioner have accurately described the way it is, and the interesting thing is that we like it that way. Warren and I would want that if we were a manager.  You the questioner have accurately described the way it is, and the interesting thing is that we like it that way. Warren and I would want that if we were a manager. You the questioner have accurately described the way it is, and the interesting thing is that we like it that way. Warren and I would want that if we were a manager.W  You the questioner have accurately described the way it is, and the interesting thing is that we like it that way. Warren and I would want that if we were a manager.W",0
445," Please discuss some of the synergies among BRK companies and whether or not you encourage companies to do business with one another. e.g. At my local Dairy Queen, they don’ t accept Amex, and they still sell Pepsi.","There are about 6000 dairy queen outlets. Company operated number 70. So 99% are franchised. At DQ we don’t control what the franchisees do. Most franchisees serve Coke, the enlightened ones. laughter It is entirely their business. It seems other franchise operations have more control, but DQ goes back before McDonalds, before Burger King, before all of them, back to 1930s. Agreements were done on old rules – which have less control now than others. You should keep asking for Coke, and maybe you can cause them to see the light. Synergies come at the operational level. We don’t tell them to do business with each other. The whole idea of Berkshire is that managers are responsible for their businesses and we don’t tell them what to do. There is some merit to it -- if you tell people to work together, they do so only grudgingly.",1
446," If one day I apply as manager to Berkshire company, what should I work on now, and what should I do to become your successor?",There is no indication that we would be particularly good at it hiring either.  There is no indication that we would be particularly good at it hiring either. There is no indication that we would be particularly good at it hiring either.W  There is no indication that we would be particularly good at it hiring either.W,0
447," If one day I apply as manager to Berkshire company, what should I work on now, and what should I do to become your successor?","Probably shoot me! Managers of our subsidiaries hire their own people. I make no decisions about who gets hired. They are responsible. There is the occasional resignation. We’ve had only 10-12 of those over 25 yrs. We have 21 people total at headquarters. I wasn’t going to mention that. But when you find someone outstanding, boy do they jump out! To advance generally in an organization, you want to think and work like you would if you were the owner of the place.",1
448, You stated your policy about retaining earnings in the 1984 annual letter. Would a distribution be warranted based on 2005-2009 stock performance?,"What I wrote in 1984 in the owner’s manual on this issue was not well thought out. I pointed out that we would have flunked test in early 1970s (1974?). Every dollar left in business right now has about $1.30 of market value. Any time stock market went down a lot over 5 yrs, we still would have looked bad. And if stock market was going up, we would have looked good. I think still intellectually honest – not quite the John Kerry response when he once said “I voted for this before I voted against it.” We will continue to measure ourselves against this test. If we don’t meet it, we should go somewhere else. I like people who parse through a long document, find an error, and rub my nose in it, especially your error Warren.back to the questions.(https://buffettfaq.com/#questions)We’re at the lowest percentage of public holdings ever relative to all of Berkshire’s assets, except for when we were winding down in the early 1970s.We’re not unhappy with our public holdings like Coke, Wells Fargo and Moody’s, but would we buy more? Well, we’re not, so there’s your answer. But due to taxes, the size of our positions, etc., we’re not selling either.We’re not in an attractive time. It’s not a permanent state of affairs, but it’s not going away.We will still put large amounts of money to work at good rates, whereas now we’re only able to invest small amounts – where small is still billions.",1
449, Why don't you split the stock?,"I think the notion that liquidity of tradable common stock is a great contributor to capitalism is mostly twaddle. The liquidity gives us these crazy booms, so it has as many problems as virtues.After the South Sea bubble, England banned tradable stocks and England did fine during this period. If you think liquidity is a great contributor to civilization, then you probably think all real estate in America, which is mostly illiquid, is a problem.  I think the notion that liquidity of tradable common stock is a great contributor to capitalism is mostly twaddle. The liquidity gives us these crazy booms, so it has as many problems as virtues.After the South Sea bubble, England banned tradable stocks and England did fine during this period. If you think liquidity is a great contributor to civilization, then you probably think all real estate in America, which is mostly illiquid, is a problem..: But we’re trying to create more people who have the problem of owning stock worth so much that liquidity is an issue. : But we’re trying to create more people who have the problem of owning stock worth so much that liquidity is an issue.. I think the notion that liquidity of tradable common stock is a great contributor to capitalism is mostly twaddle. The liquidity gives us these crazy booms, so it has as many problems as virtues.After the South Sea bubble, England banned tradable stocks and England did fine during this period. If you think liquidity is a great contributor to civilization, then you probably think all real estate in America, which is mostly illiquid, is a problem.  I think the notion that liquidity of tradable common stock is a great contributor to capitalism is mostly twaddle. The liquidity gives us these crazy booms, so it has as many problems as virtues.After the South Sea bubble, England banned tradable stocks and England did fine during this period. If you think liquidity is a great contributor to civilization, then you probably think all real estate in America, which is mostly illiquid, is a problem..: But we’re trying to create more people who have the problem of owning stock worth so much that liquidity is an issue. : But we’re trying to create more people who have the problem of owning stock worth so much that liquidity is an issue.. I think the notion that liquidity of tradable common stock is a great contributor to capitalism is mostly twaddle. The liquidity gives us these crazy booms, so it has as many problems as virtues.After the South Sea bubble, England banned tradable stocks and England did fine during this period. If you think liquidity is a great contributor to civilization, then you probably think all real estate in America, which is mostly illiquid, is a problem.  I think the notion that liquidity of tradable common stock is a great contributor to capitalism is mostly twaddle. The liquidity gives us these crazy booms, so it has as many problems as virtues.After the South Sea bubble, England banned tradable stocks and England did fine during this period. If you think liquidity is a great contributor to civilization, then you probably think all real estate in America, which is mostly illiquid, is a problem..: But we’re trying to create more people who have the problem of owning stock worth so much that liquidity is an issue. : But we’re trying to create more people who have the problem of owning stock worth so much that liquidity is an issue.",0
450, Why don't you split the stock?,"We have the best investors and the lowest turnover of any major company. Why? It’s a self-selection process. People who say they’re not interested in a stock that trades for thousands of dollars per share, simply for this reason, are probably not as intelligent or as in-sync as this group referring to Berkshire’s current shareholders. It’s a sign, a symptom.By not splitting, we’ve helped attract the best shareholders – people who don’t care if the stock is at $90,000 or $9.Berkshire trades $50 million per day, so very few people will have problem selling.",1
451, Berkshire has bought a lot of shares in the last twelve months of listed companies (2008). Do you expect returns to be between 7-10% over many years? Well below your achievements in the past.,"Yes. We would be very happy if we could buy pre-tax returns of 10%, dividends included. We would probably settle for a little less than that. Berkshire’s re-turns will be less, no question, in the future than in the past. We operate now in a universe of stocks with market caps of at least $10 billion, but really $50 billion and up in order to have an impact. This universe is not as profitable. If we find one with a $10 billion market cap, a 5% position is $500 million. If it doubles, we make $325 million; this is less than 2/10ths of 1% for Berkshire. We have found things to do from time to time to make money. They are nice, but they don’t move the needle much at Berkshire. Anyone who expects us to replicate the past should sell their stock. We’ll get decent returns, but not indecent returns. You can take Warren’s promises to the bank. We are happy making money at a lower rate in the future, and we suggest you adopt the same attitude. You may have better things to do with your money than buying Berkshire. You will find things that are more intelligent, if you spend the time. We don’t think it is the most attractive investment in the world. We like buying good-sized to very large businesses, with good management. It is a nice formula; it should work well over time.",1
452, How do U.S. government guarantees hurt Berkshire competitively?,"It hurts us that competitors can borrow, subsidized by the government— especially at Clayton Homes. The raw materials funding cost us more than a bank that’s in trouble. There are the blessed with government guarantees and those that are not. We have no guarantees. Except for our utility business and Clayton, we don’t borrow much money. Our $58 billion of float costs us less than zero, which is less than Wells Fargo’s 1.12% cost of funds. Of course we’re at a funding disadvantage, but we’re not regulated like a bank.",1
453, Why shouldn't shareholders sell their Berkshire shares and buy what you're buying?,It’s generally quite smart to copy very successful investors.  It’s generally quite smart to copy very successful investors.,0
454, Why shouldn't shareholders sell their Berkshire shares and buy what you're buying?,"The meeting gets written up a lot. Outstanding Investor Digest does a good job. There is something to be gained by personal contact. I like our partners to show up and see our products. In terms of buying what we’re buying, others can’t buy with free float, although they may have tax advantages we don’t have. We don’t quarrel with those who buy what we buy. You can piggyback, but you can’t buy the whole businesses we do. I did the same thing when I was young.",1
455, What safeguards are in place against breaking up Berkshire?,"Warren doesn’t plan to leave early. He wants people to say at his funeral, “That is the oldest looking corpse I’ve ever seen.”  Warren doesn’t plan to leave early. He wants people to say at his funeral, “That is the oldest looking corpse I’ve ever seen.”. Warren doesn’t plan to leave early. He wants people to say at his funeral, “That is the oldest looking corpse I’ve ever seen.”W  Warren doesn’t plan to leave early. He wants people to say at his funeral, “That is the oldest looking corpse I’ve ever seen.”W",0
456, What safeguards are in place against breaking up Berkshire?,"My stock will be sold over a period of years after my death. That takes a lot of time. Berkshire is a very large company and will get bigger over time, so it would be very difficult for someone to do a takeover of that size. It can’t happen at all until I die since there are a lot of votes concentrated until then. I told my lawyer I wanted a ten-year distribution period—to make sure my estate lasts quite a while, to which my lawyer said that was like telling his teenage son to have a normal sex life. If we do decent compounding, we’ll be one of the largest companies in the USA. It will be difficult to break us up. I am unlikely to change my views on that subject. laughter",1
457, How do you stop Berkshire subsidiaries hoarding capital?,"Berkshire wants the capital in the most logical place. Berkshire is a tax efficient way to move money from business to business, and we can redeploy capital in places that need them. Most of the managers of companies we own are already independently rich. They want to work, but don't have to. They don't horde capital they don't need.",1
458, What do you see as the net effect of government interventions on Berkshire’s business? Will there be new rules of the game?,"It’s clear there will be new rules, but it’s not clear what the new rules will be. There’s been awesome lobbying from financial firms. Countering this lobbying pressure, there’s a climate of hatred in Washington D.C. at the financial industry that you could cut with a knife—it’s that thick. I don’t think you can predict. Berkshire has to adapt to whatever happens. If I had all the power, there would be a lot of government intervention.  It’s clear there will be new rules, but it’s not clear what the new rules will be. There’s been awesome lobbying from financial firms. Countering this lobbying pressure, there’s a climate of hatred in Washington D.C. at the financial industry that you could cut with a knife—it’s that thick. I don’t think you can predict. Berkshire has to adapt to whatever happens. If I had all the power, there would be a lot of government intervention.",0
459, What do you see as the net effect of government interventions on Berkshire’s business? Will there be new rules of the game?,"New rules will affect us one way or another. The biggest pressure is that the American public doesn’t like bankers now. They were worried about their money market funds not that long ago. Nobody’s going to jail, and that makes people mad. It’s much more fun if someone’s going to jail or tortured in some public fashion. People are mad at government or bankers, and you know where government wants that to go. The House 90% tax on AIG bonuses was uncontrolled fury. We’ll adapt to the situation. I won’t like it.",1
460, Does Berkshire hedge its currency exposure?,"Berkshire doesn't hedge its currency exposure. Why spend money to hedge a 50:50 proposition, i.e. a random event.",1
461," What is your level of involvement when the company has an ethical dilemma? For example, Fruit of the Loom’s competitors have sweatshops.","We let managers run businesses, and their standards over the years have been extraordinary. I am very happy turning over the keys to the financial and business performance. I write them a letter every two years, and I ask them to send a letter with their successor. I also tell them we have all the money we need. We never want to trade reputation for money. Not only do they behave to conform to the law, but they act as if there was going to be a story in the local paper in the morning written by an intelligent, investigative reporter. There are no budgets. We have no incentives to cause people to do anything or push people to play games. We have no rule against foreign plants. We don’t favor foreign plants; we just do what makes sense. The US was making one billion pairs of shoes per year, 30 years ago. We tried to compete with a great brand and workmanship. We found out it wouldn’t work against shoes produced in China. There are one billion pairs of shoes now in the USA but they’re all produced outside of the US. Some of those factories don’t have the same norms. We won’t tell the world how to run a business. We have standards, but not everyone’s are the same.back to the questions.(https://buffettfaq.com/#questions)Our position on it is quite simple: FERC the Federal Energy Regulatory Commission and other regulatory commissions have 27 different proposals in front of them from different interest groups. Some people have been hurt by what you describe, while others – several hundred thousand of them – like the cheap power. FERC will listen to the positions and make a decision. We are a public utility and we will do exactly what the people who regulate us say. It’s entirely a question for FERC and the state commissions.We will not make the determination in the end. It will be made by FERC – the same as with coal, gas or wind generation. Any time you get into public-utility plants, some people are unhappy with the decisions because no one wants a power plant in their yard. People often aren’t happy with wind generation towers. But the world wants more electricity. So we will do exactly what FERC and the state commissions decide. As I said, there are 27 groups and they will hear the arguments of all 27 and come up with the public policy decision. It takes a lot of time.I’m in a peculiar position on this, because when we bought PacifiCorp, Walter Scott and I signed affidavits saying, “I agree that we will not exercise decisions except those ministerial in nature.” We are recused from voting. This was part of the order that allowed MidAmerican to buy PacifiCorp. The acquisition went through in record time, by the way, because MidAmerican has such as a great track record of being responsive to regulators.---------------------------------------------------Three questions about the Klamath River dams in Oregon, owned by PacifiCorp. Will you make PacifiCorp accountable? Problem of green/blue algae, polluting the water and killing the salmon. The first dam was built in 1907. We are prohibited from commenting on this. There are strong disagreements.DAVID SOKOL Chairman of MidAmerican Energy, the Berkshire subsidiary that owns PacifiCorp: It was inappropriate for Mr. Buffett to respond. These four dams on the Klamath River, there are a whole series of issues in the federal regulatory re-licensing process. It will be ongoing for eight years. It won’t culminate for another six years. There are twenty-eight various parties that are party to a discussion about what should or should not happen with these assets. Of these twenty-eight parties, there are four different directions that this process could go. We will be pleased to find a resolution. It is up to the regulatory commission, state legislators, and then each regulator in each state. We are working constructively with each of the parties. We have met with each of the parties, and hope we find an acceptable compromise.* * *. Regulators will deal with those issues. When government gets involved in eminent domain, there are always tradeoffs. Overall you have people with widely different interests. A big interest is the cost of electricity. Every commission that makes a decision on coal vs. gas makes a tradeoff, and tradeoffs are partly an economic cost and partly other issues. FERC Federal Energy Regulatory Commission will listen to everyone. They have to listen to everyone. We will do exactly what they say. We follow the dictates of regulatory bodies. They give us a fair return. From the standpoint of profitability, it is neutral. Society will make the decision.DS: We distributed a study that found an accumulation of bio-algae and microcystin. There are 27 other lakes in Oregon with that type of blue-green algae. It is created from lakes that have a high abundance of nutrients. Klamath is hyper-eutrophic — there’s a great abundance of algae and nutrients. There are 4 reservoirs. FERC does take it into account. Some do not call for the removal of the dam. All the parties will need to come to agreement.* * *. The net benefits vs. losses must be weighed. There are lots of competing ideas and desires in a large society. It is up to the government to sort it out. People are coming to different conclusions about tradeoffs, and generally those are at the state level. The Oregon Public Utility Commission, I am sure, is aware of the issue. They have to consider the best way to generate electricity for the citizens of Oregon.DS: We want to clarify that we are not polluting the water. We recognize the various issues. We have a 50 year FERC license. A societal answer, hopefully, will be reached. I note how refreshing it is to find people addressing a pollution problem that has nothing to do with burning carbon.",1
