,Question,Answer,Buffett_statement
41,"There is an interesting behavioral element that you describe and 97 is long before behavioral finance was everywhere which is I expect people to get this and say this is not why I bought XYZ, I certainly didn&#8217;t buy it for the ABC spinoff, so the tendency for a lot of people to not even analyze it sell it and suddenly there&#8217;s a good cheap property there.","Right so maybe cheap, it may not be cheap, they&#8217;re not usually well followed, so they are, I would call it mispriced it&#8217;s right for mispricing, it doesn&#8217;t really, all the studies that show the average spinoff does this or outperforms or doesn&#8217;t outperform doesn&#8217;t matter, what I was really trying to show people is places to look where things may be mispriced. And here, where people have never followed this company before, it&#8217;s not being sold by an investment firm, given to people who don&#8217;t really want it, it&#8217;s right for mispricing, it could be underpriced, it could be overpriced, it doesn&#8217;t matter which one, it&#8217;s you know, I described in the book that it&#8217;s you don&#8217;t, no fun to take a shovel and dig holes, but if you&#8217;re digging for buried treasure, it gets more interesting.
And so this is an area where it has a big red X on it where there could be a nice treasure underneath if you dig here, so it&#8217;s worth doing the work in these areas. So right for mispricing is what I&#8217;d say, it doesn&#8217;t really matter how the average spinoff does. However, they have done very well, there are some things as you mentioned, built into the system that make people get rid of them and then there a lot of other areas in the market that does that.
But the idea behind the whole book was sort of look where I started off with the my in-laws the first chapter was about my in-laws who used to shop in Connecticut for antiques and yard sales and country auctions and things like that.",0
42,"Artwork, you mentioned &#8212;","Yes, artwork and sculptures and all these things and they are looking off the beaten path and they are not looking in Manhattan on Madison Avenue, or you know, Fifth Avenue, they are really looking off the beaten path trying to find things that are undiscovered. But I made the point of saying they&#8217;re not looking for the next Picasso, they are not finding a painting in some yard sale saying this guy is going to be the next Picasso, that&#8217;s really hard to do.
What they&#8217;re really looking for is a painting that they found the same artist had had done a painting that&#8217;s of the similar idea that just went up for auction for three times the price it&#8217;s being offered for over at Sotheby&#8217;s so they recognize that right now, a similar pain just went for three times as much, that&#8217;s a lot easier to do than to project or predict the next Picasso and so that&#8217;s what they were doing, that&#8217;s what you&#8217;re doing in the spinoff area.
You are looking in &#8212; your bargain comes because you&#8217;re looking a little harder than other people, you&#8217;re looking at things that are a little harder to do, a little harder to find, probably smaller than most people are willing to look, not the main idea, usually these are discarded things and these are all things that are right for mispricing.",0
43,"That makes a lot of sense. In the book, there is something that cracked me up, you write never trust anyone over 30 and never trust anyone 30 and under. Essentially, never trust anyone.
Tell us a little bit about your thought process with that.","Well, when both of us were growing up, that was a saying never trust anyone over 30, I think anyone who is younger than we are probably doesn&#8217;t even know that expression &#8212;",0
44,From the late 60s.,"Not as funny to them. Yes back in the 60s when we&#8217;re going up, that&#8217;s what you were so &#8212; you know don&#8217;t trust a man, you know anyone over 30 and that was just my way of saying that you have to be your own boss, you have to look after caveat emptor in the investment world like everywhere else, most people are trying to sell you things, they have an angle, it is very hard for you to discern who is or who isn&#8217;t on your side unless you do the work yourself and know what you&#8217;re doing.
And so it&#8217;s very important to know that and that&#8217;s so, you know I gave a talk at Google a number months back and I started it this way, I said even Warren Buffett says that most people should just index and I started to talk saying I agree with him, then I left. I didn’t actually leave I said but then again Warren Buffett doesn&#8217;t index and neither do I, how come?
And I explained the real opportunity set that&#8217;s still out there. You know I get &#8212; you know is this still any good, does this stuff still work? I get &#8212; you know, I get a hand raised in my class at Columbia every year at least for the last five to six years, a student will raise their hand and sort of say, Hey Joel, congratulations on a nice 35 or 37 year career, but isn&#8217;t the party over for us? There&#8217;s more computers, the ability to crunch numbers, hedge fund, smart people doing the stuff, you know, are we going to have the same chances that that you had?
And so my students are second-year MBAs roughly 27 years old on average so I tell, this is the way I answer I say, I tell you what, why don’t we just go back to when you guys learned how to read, let&#8217;s take a look at the most followed market in the world, that would be the United States, let&#8217;s look at the most followed stocks within the most followed mark in the world, those would be the S&amp;P 500 stocks, and let&#8217;s take a look at what&#8217;s happened to the S&amp;P 500 since you guys you know learned how to read.
So I take them back 20 years when they were seven years old and I say from 1997 to 2000 the S&amp;P 500 doubled from 2000 to 2002, it halved, from 2002 to 2007 it doubled from 2007 to 2009, it halved, and from 2009 today it&#8217;s roughly tripled, which is my way of telling the people are still crazy and it&#8217;s way understating the case. Because the S&amp;P 500&#8217;s an average of 500 companies, if you lift up the covers and look at the dispersion going on between those 500 companies, between which are in favor at any particular time in which are out-of-favor, the price movements are much wilder than what the average of 500 companies doubling and halving, doubling and halving, that doesn&#8217;t even begin to tell the story.
So if you drew a horizontal line and call that fair value like Ben Graham said, and then you draw a wavy line around that horizontal line and call that stock prices, the market is pitching us opportunities all the time between stocks that are way below fair value and way above fair value, the reason investors don&#8217;t beat the market has nothing to do with the market is not throwing us pitches in that it&#8217;s not still emotional, they are behavioral problem, there&#8217;s agency problems, there is a lot of other issues going on but it&#8217;s not because we&#8217;re not getting really great pictures all the time.
People are still emotional. If you&#8217;re cold and calculating go back to what we talked about the beginning where stocks are ownership shares of businesses and you&#8217;re just cold and calculating about what they&#8217;re worth, you can really take advantage of the market, I actually tried to explain this concept a friend of mine who is an orthopedic surgeon asked me to speak to a group of his buddies at a big dinner that he was hosting for orthopedic surgeons said talk about the stock market for half an hour try to explain it and then take Q&amp;A. So I talked for half an hour, I started taking Q&amp;A, and when I was done, the questions were something like, hey oil went up two dollars yesterday should I buy some or market was down one percent yesterday, should I get out?
And my conclusion from that talk was that I had just crashed and burned and I had not really, really gone through these very learned doctors and then.",0
45,A notoriously difficult group to teach anything about because they believed themselves experts in everything.,"Well, I was asked to teach a much easier group, this was a group of ninth graders from Harlem.",0
46,Right.,"This was a couple years ago and just for one day a week, for an hour a week, we come in and teach them about the stock market and this was right after I crashed and burned with the very learned educated doctors and I didn&#8217;t want to fail with the kids.",0
47,Right.,"But as you&#8217;re saying I had fresh opportunity blue sky with them not know anything about the stock markets, so I really thought long and hard about how I was going to explain the stock market to them.
And so the first day class, I brought in a big &#8212; one of those old-time jars filled with jellybeans, you know, a big glass jar filled with jellybeans and I passed out 3 x 5 cards and I passed the jellybean jar around and I told him to count the rows and do whatever they had to do but write down how many jellybeans they thought were in the jar and went around the classroom and collected the 3 x 5 cards.
Then I said I&#8217;m going to go around the room one more time and ask you in front of everybody else have a jellybeans you think are in the jar and you can keep your guess from your 3 x 5 card, you can change your guess, that&#8217;s completely up to you, and one by one I went around the room and I asked each student how many jellybeans they thought were in the jar and I wrote that answer down.
So let me tell you the results of the experiment the average for the 3 x 5 cards you know the first guess was 1771 jellybeans, that&#8217;s what it average to, and there actually 1776, jellybeans in the jar.",0
48,Interesting.,"So that was pretty good and when I went around the room one by one asking each person publicly how many jellybeans they thought, that average gas was 850 jellybeans.",0
49,That&#8217;s interesting.,"And I explained to the kids that the second guess was actually the stock market and what I was to teach them to do is be the first guess, be cold and calculating, count the rows, be very disciplined in valuing the businesses not influenced by everyone else around them when the second guess what happened what everyone heard what everyone else was saying and in the stock market, everyone read the newspapers, they talk to their buddies, they see what everyone saying and doing and reading and seeing the results in the news every day and they are influenced by everything around and they&#8217;re not being cold and calculating and disciplined.
And so I was going to teach them how to be cold and disciplined and that&#8217;s what we try to do. We have a very disciplined process to value businesses and that&#8217;s what I was teaching them to do and that&#8217;s what stocks are, ownership shares of businesses and all the noise, 99.9 percent of the noise you read the paper every day excluding this podcast is really noise, and so that&#8217;s &#8212; you know, that lesson really resonated, I think, and I did much better than the doctors.",0
50,"I would&#8217;ve guessed from the beginning you would&#8217;ve done better with the kids. I&#8217;m a big fan of Sturgeon&#8217;s Law which is 90 percent of everything is junk and when you talk about filtering out the noise and trying to get to the signal, hey the same thing is true across all sorts of different venues that that noise in the public is just it&#8217;s astonishing and I&#8217;m fascinated by that having people do it publicly and how that leads to such a different result especially when they came so close on average when they were private.
Let&#8217;s talk a little bit about one of your later books The Magic Formula, how did you make this transition from what looks like special situations investing to really quantitative investing?","Sure, well, I&#8217;m glad you brought up that way so I wrote a book called The Little Book That Beats The Market and we don&#8217;t think of ourselves as quantitative investors although in The Little Book That Beats The Market, we used some simple quantitative methods to show people concepts of Ben Graham said buy it cheap, his best student&#8217;s a guy named Warren Buffett who said if I can buy good business cheap even better and that made him one of the richest people in the world and we have used that philosophy, that&#8217;s what I teach at Columbia that&#8217;s what we&#8217;ve used to make money over the last 37 years, buying good and cheap businesses and wanted to share that with everyone else and so we ran a statistical test just to show that just using crude metrics for cheap and crude metrics for good and crude metrics for a and crude database that we could do very well.
And so that&#8217;s what we show the magic formula and we said the magic formula only really has two parts, cheap and for cheap, we really rank companies based on a simple metric that was earnings before interest and taxes to enterprise value and I usually describe that as rent, in some other words, you are buying a house and they are asking $1 million and your job is to figure out whether that&#8217;s a good deal or not.
So there is fairly simple questions you&#8217;d ask if you try to figure that out. One would be if I rented out this house how much could I get for it after my expenses?",0
51,What is your return on capital?,"No, so return on capital would be how the business invests its own money, it&#8217;s really as the investor what price do I have to pay for the house and how much is it going to earn me?
So as an investor, it&#8217;s my return on capital, but I don&#8217;t want to confuse that with how the business itself invests its money which is really how I look at return on capital.",0
52,Got it.,So there is &#8212; to it&#8217;s really return on investment.,0
53,Okay.,"I&#8217;m laying out $1 million getting $80,000 a year in rent, that might be 8 percent and net of my expenses and interest rates are two or three percent, that may look pretty attractive, there are other questions you probably ask you know if we were really doing this analysis, you would probably say, hey what are the other houses on the block going for the block next door and the town next door, how relatively cheap is this?
And we do the same thing. We say how cheap is this business relative to similar companies, how cheap is it relative to all companies, how cheap is it relative to history, that&#8217;s what we do at Gotham but for the purposes of the little book that beats the market, we just did cheap on a free cash flow basis just like how much rent. But and it&#8217;s a very simple metric and then we said, you know, I described this a little bit earlier, we talked about it, is I was trying to describe &#8212; I wrote this book for my kids and I said how do you describe how good the business is?
And if you read through Buffett&#8217;s letters it&#8217;s very clear that is looking for businesses that are in high returns on tangible capital and I described that is every business needs working capital, every business needs fixed assets, how well does it convert its working capital and fixed assets into earnings?
So I said if you&#8217;re building a store, you have to buy the land, you have to build the store, you have to set up the displays, you have to stock with inventory and if all that cost you $400,000 and the store earns you $200,000 a year, that&#8217;s a 50 percent return on tangible capital, and I compared that to a store I called in the book of Just Broccoli and &#8212;",0
54,Which is not going to return a lot.,"No, just broccoli selling just broccoli in your stores probably not a good idea, I never tried it but it&#8217;s probably not a good idea but you still have to buy the land, build the store, set up the display, stock with inventory, still going to cost you roughly the same $400,000 but because it&#8217;s a dumb idea maybe only earns $10,000 a year that&#8217;s 2 1/2 percent return on tangible capital and all I said in the book was all things being equal, if I can get the same price, I would much prefer to own the business that can reinvest its money 50 percent returns than 2 1/2 percent returns.
And so what I did for the books purposes is something very crude, I ranked all companies based on how cheap they were and then I took another ranking of how good they were, what kind of returns on tangible capital they were getting, then I combined those two ranks and bought the best combination of cheap and good and I showed how well that works, it worked so well just using these crude metrics that the top 10 percent combined score for cheap and good did better than the second 10 percent, did better than the third 10 percent, in order all the way down to the bottom 10 percent, just showing you the power of how this cheap and good works so well.",0
55,"And if I&#8217;m getting these numbers right, from 1988 to 2004 this portfolio would&#8217;ve returned about 30 percent a year while at the same time the market would&#8217;ve given you a little over 12 percent, is that about right?","Yes so that was with small-cap stocks which unless you&#8217;re an individual investor would be hard to take advantage of as a institutional investor but I also did a similar study for the thousand largest companies, you know, the Russell 1000 companies, and you know which are very similar to the S&amp;P 500 and that that was 22 percent versus about 12 percent.",0
56,"Also pretty good year, I will take that.",And possibly little more realistic for large investors.,0
57,"We have been speaking with Joel Greenblatt, he is the CIO of Gotham Asset Management.
Be sure and check out the podcast extras where we keep the tape rolling and continue discussing all things value and index plus, you can find that at iTunes, Overcast, Soundcloud, Bloomberg, wherever your finer podcasts are sold.
We love your comments, feedback, and suggestions, write to us at MIBPodcast@Bloomberg.net, you can check out my daily column on BloombergView.com follow me on twitter @Ritholtz, I&#8217;m Barry Ritholtz, you&#8217;re listening to Masters in Business on Bloomberg Radio.
Welcome to the podcast, Joel, thank you so much for doing this and I&#8217;ve been looking forward to this for long time, you and I have never met, never really spoken before, but I&#8217;ve been very much aware of who you are and what you&#8217;ve done over the years and I have tell you some of the numbers that you have put up and I know there&#8217;s only so much we can talk about them are just astonishing.
We talked about the 50 percent a year before fees for 10 years, that&#8217;s an amazing run, like Renaissance Technology that returned capital to investors, I have to imagine people were not especially happy when after 10 years of the sort of returns, you said here, I have to give you this back. What was motivating, was it strictly scale or was there &#8212; were there other factors that said I&#8217;m done managing other people&#8217;s money at that at that point in time.","You know, that&#8217;s a great question.
I thought about that a lot, I love investing, never was going to quit, we had gone to a size I suppose after 10 years of having nice returns that we could keep our staff and continue to run our internal money and for me it&#8217;s just fun to do.",0
58,"Did you think that at that size, you couldn&#8217;t continue generating those sort of returns.","Well, I think, you know, I left out you had asked me how we did 50 percent a year and you know one was I said we stayed small, two, we were concentrated, and three, really we got lucky.",0
59,Right.,"Okay? that you have to have some luck to get those kind of returns during that period of time and so one of the most fortunate people on the planet I have a large family with five kids, I love doing this, I like to do really well so there&#8217;s pressure I put on myself when I&#8217;m running other people&#8217;s money, maybe have a little less so when I&#8217;m not running it, so I don&#8217;t think it was really a calculated plan other than you know how can I continue to enjoy what I&#8217;m doing in the best way and still get to do what I like, and still work with the people I like to do.
And so it seemed like the right thing to do at the time I guess is the best way I can &#8212;",0
60,"That makes sense and it took almost 20 years before you started, that&#8217;s really a decade.",About 14 years.,0
61,14 years before you said it took that long to forget the stress of running other people&#8217;s money?,"Well you know when you own six or eight names, one of the issues there is that every two or three years, pretty much like clockwork and wake up and lose 20 percent or 30 percent of my net worth in a couple days because one or two things weren&#8217;t going our way, either we were wrong or just you know they went the wrong way for a little while, we knew what we owned, we were going to get paid back and that&#8217;s a little more stressful.",0
62,Sure.,"And it had to happen, when you are not concentrated, that has to happen, a little more stressful with other people&#8217;s money since I know what we owned and A, I&#8217;m a big boy so when I make a mistake you know, I just chalk it up to a learning experience and move one.",0
63,Right.,"Let&#8217;s just say I think my investors were great but maybe they wouldn’t be so kind that that happened and it did seem to happen every two to three years and I think that&#8217;s unavoidable.
So when we developed a strategy to take advantage of our principles meaning buying good cheap businesses and shorting expensive ones that were trading way above what we thought they were worth, when we discovered that we can actually make more money having diversified portfolios and that are bad days would be 20 or 30 basis points of underperformance not 20 percent to 30 percent down, that was A, it wouldn’t degrade our own returns taking other money when we had hundreds of stocks on the long and short side. And B, it wouldn&#8217;t hurt our own returns because more diversity helped our returns because when you don&#8217;t get what you expect, meaning you get aberrationally bad returns, sometimes it ends up in negative compounding.
So when you have hundreds of stocks more diversity on each side, you get less aberrationally bad returns, that is why insurance companies don’t insure five people because even if you do great underwriting of those five people someone steps off a curb, you can tell I don&#8217;t sell insurance but if someone steps off a curb and ruins all your numbers, it didn&#8217;t matter what kind of underwriting you did of that say, life insurance.",0
64,"It&#8217;s too small a pool, you need a much bigger pool.","Yes, so, if you can be right, you know they want to be right on average, so they want to be right over hundreds or thousands of people and so when we realize that we can make more money being more diversified when you go long short and put on leverage you want at that, it didn&#8217;t hurt us to take outside money, because diversity was good for us and you know, to cover so many companies, we need a big research teams would build up our research team and our tech team to help us trade, you know, where &#8212; tech team one guy we have you know was a MIT chess champ, another guy was won Google code jam, you know out of 25,000 people, another guy&#8217;s you know that as smart as those guys so I get to work with the tech team and they help us trade efficiently, they help us trade tax efficiently.
So we&#8217;re very, very tax efficient, help us all put together the systems where our fundamental analysts can cover a broad range, so it&#8217;s been fun building a team to do all these different things, so I&#8217;d say we&#8217;re fundamentally, we fundamentally value businesses but our tech team helps us put together risk-adjusted portfolios very well and trade efficiently and be tax efficient all those things and just building this whole thing as, you know, doing something with the same principles that we&#8217;ve always used has been really just fine.",0
65,Tell us the most important thing people don&#8217;t know about your background?,"Well I don&#8217;t know what they don&#8217;t know, I&#8217;ve written three books and I always tell personal stories within the book, so I think I&#8217;ve included lots of embarrassing things.
I yeah I don&#8217;t think I&#8217;ve ever written that I enjoy playing tennis, I did write that I enjoy sailing and that I&#8217;m not very good at it and I&#8217;ve been in a bunch of close calls with that but that&#8217;s probably how I spend most of my leisure time as well as along with my family, so there&#8217;s nothing really too fascinating.",0
66,Tell us about some of your early mentors.,"Well, you know, one of the reasons I read books is because my mentors really came from reading people who were kind enough to share with me their wisdom over time and that&#8217;s you know people like Andrew Tobias and Benjamin Graham and even Buffet in his letters and David Dreman, you know who wrote Contrarian Investment Strategy and John Train who wrote the Money Masters and all these people really were helpful in forming and getting me involved in investing and you know I wanted to share some the things that I learned too because that&#8217;s how I learned.
It really wasn&#8217;t so much you know some the people were dead and they were still sharing with me and some of the people were just kind to do so and I you know, one of my ways you know besides the fact that I enjoy writing, it was another way that I felt I could give back.",0
67,"So let&#8217;s talk about some books. What were some of your favorite books? You have already mentioned the two from Graham Intelligent Investor and Security Analysis, what other books did you find influential? Be they finance not finance fiction and nonfiction, what really stayed with you? You mentioned David Dreman on Contrarian Strategies, that&#8217;s an interesting book.","Yeah, well there is a book called The Invisible Heart which explains basic economics to most people and most people are today, you know especially young people are kind of more socialists &#8212;",0
68,"Isn&#8217;t the old-line socialists in your youth and capitalist in your older age, I know I&#8217;m mangling that.","Yes, no, I know the reference and that&#8217;s partially true, it&#8217;s just discouraging to me that the understanding basic economics is kind of necessary and so there&#8217;s a book that&#8217;s a fiction book, to &#8212; Russ Roberts wrote it called The Invisible Heart, not many people have read it but it&#8217;s a very short book that I think most people should read, so I would read that, I would have my kids read that.",0
69,"Russ Roberts also maintains a blog, is he the same one?","Yes, yes, yes.",0
70,And does he do &#8212; actually Econ talker or something like that.,"He probably does, I haven&#8217;t followed that, it is a book about economics, it&#8217;s a fictionalized book about a high school economics teacher, but is just a pleasant short book way to learn basic principles are so I&#8217;d highly recommend that even if you want to be in the you know, no formulas, just want to be &#8212; you want to understand basic economic principles. I think that&#8217;s one of the best the people haven&#8217;t seen.
I think for investing Moneyball was one of the great if you&#8217;re a sports fan at all just understanding how to buy undervalued players is very similar to buying undervalued stocks and so that&#8217;s a really helpful book for most people.
I just read a book I&#8217;ll call the Power Of Moments which I really enjoyed which says that most of your seminal moments in your life really come between the ages of 15 and 30, because you have a lot of firsts, you know it&#8217;s the first time you graduate and leave home, might be your first girlfriend, you graduating college, you getting your first job, you might be getting married, you might have kids, all happens in that kind of compact period for most people and people think back to the rest of your life about those seminal moments and it is really about a book about creating your own moments.
In other words, those happen because those are natural firsts, those happen naturally because of evolution but can you create those kind of important moments in your life and it really comes down to creating doing new things, always creating &#8212; you have to be a little more creative when you get older to create those new things but those are the things you think about which I think are quite important.
I&#8217;m also reading another book now which I think I&#8217;m having a lot of fun with which is &#8212; I think it&#8217;s called Never Split The Difference is by the ex-chief hostage negotiator for the FBI, you know just negotiating and also thinking of you know how you can apply some of these concepts to business you know to be effective. So enjoyed that. You know everyone has to read Interesting Investing, Intelligent Investor, you know I think it&#8217;s chapters 8 and 20, Buffet always points out and agree with that.
I think Buffett wrote a bunch of letters that were compiled by Lawrence Cunningham that get (ph) into topics, and that was laid out and I always assign that in my class which I just think is a great, great book and you mention my three books three times and so you have to read those too.",0
71,Tells us about a time you failed and what you learned from the experience?,"I will talk about my worst investment, not specifically what it was but it but it was an investment in a tradeshow company all that I bought through was really I created through a spin off and shorted one thing and bought another and I actually paid $3 for something that I was immediately going to get $6 for but I fell in love with the business and actually ended up did I paid three dollars for the eventually in short order, went way past the six dollars because I love the business it went to $12 a share which was pretty good but I had a very large position in it at that time and what I loved about the business was A, it ran a computer tradeshow called Comdex in Las Vegas and I loved the business because plenty of space in Las Vegas, if they got more clients to display at their tradeshow they, could just rent more space for $2 and resell it for $62, they didn’t have to commit, it so that was like a $60 contribution for every incremental sale they could make and that&#8217;s generally called operating leverage.
And that&#8217;s what I loved about the business and I think people are very familiar with financial leverage, right? If you put up a dollar and I borrow $9 and buy something worth $10, you realize that if that $10 thing you bought falls a dollar or two, you are going to go broke and everyone understands that, that&#8217;s very straightforward.
So this was my lesson and operating leverage you know unfortunately after 9/11, right before 9/11 the tradeshow bought another tradeshow, they borrowed a lot of money to buy it and then 9/11 happened and people didn&#8217;t want to travel.
And so I learned a lesson in operating leverage where when you don&#8217;t get that $62 and it only cost you $2, $60 dollars of less earnings drop straight to the bottom line as well and it&#8217;s called operating leverage and I just thought I&#8217;d describe that to you so that people would realize that on the way up, just like financial leverage is a lot of fun and on the way down operating leverage on the way down is not very much fun. So I got out most of my stock in about a dollar so I will just leave it at that say &#8212;",0
72,That&#8217;s a lesson.,"That&#8217;s right, an investment lesson in operating leverage, at least be aware.",0
73,"Our last two questions, what sort of advice would you give a millennial or recent college graduate who told you hey, I am interested in going into financials as a career.","Well you know I taught at Columbia as I mentioned for the last 22 years and so I tell my students that first day of class actually, I tell them that you know I don&#8217;t think there&#8217;s a lot of social value in being an investment manager, it&#8217;s not that I don&#8217;t think investors who do work set help set prices and allocate capital and all those things, but I just think A, they&#8217;re not very good at it, and B, it&#8217;ll get done without you.
And smart people doing this, too much horsepower rather than go into other fields. I have loved being in this field, I enjoy it and there&#8217;s nothing wrong with it. But what I tell my students is I&#8217;m even one step removed from doing something I don’t think is that socially valuable because I&#8217;m teaching you how to do something that&#8217;s you know, so what am I doing here and so what I make my students promise and I think they take to it well is that if I do teach them and I am helpful in learning how to do this and they enjoy it, there&#8217;s nothing wrong with it, it&#8217;s a great thing but they should think of a way to give back.
They you know, we get way overpaid in this business, we&#8217;re successful, and if they&#8217;re successful with what I teach them and I I&#8217;d say that to any young person, if they are successful in this field, I think they should really think of our different ways, they&#8217;re clearly smart people, they are clearly driven people, they&#8217;re thoughtful and so they should be able to think of a way to give back and use the skills for that.
And so that&#8217;s what I tell young people who want to go to the investment business.",0
74,"And our final question, what is it that you know about investing today that you wish you knew 37 years ago when you were first starting.","I would say probably the secret to being successful is patience. The big secret that no one bought them and will tell everyone is really just having a longer time horizon than most people and understanding what you&#8217;re doing, meaning you&#8217;re buying businesses, and if you&#8217;re good at valuing them, I actually make a promise to my students first day class every year, I promise them if they do good valuation work, the market will agree with them.
I just never tell them when. It could be a couple of weeks, it could be two or three years, but if they do good work, the market will agree with them and to keep that in mind to continue to do good work and have patience. And you know, since you can check your stock price 30 times a minute now, you know, we used to get when I was you know coming to the business, used to get a quarterly statement and throw right in the garbage, you know, and really care that much.
Now minute to minute, you know, even our best investors, you know, $20 billion endowments expect weekly returns from us in our private funds, I have no idea what they do with that information but that&#8217;s what they&#8217;re asking for and everyone is judged on very short time horizon.
So if you can step back and take a longer time horizon, that is the big secret that I could share and the sooner you learn that and the sooner I learned that, the better off that they and I will be.",0
